Cleaned Semester Data,,,,,,,,,,,,
,,,,,,,,,,,,
Subject,Catalog Nbr,Section,Class Nbr,Course Title,Component,Units,Bldg,Room,Days,Time,Instructor,Attributes
CMPL,232,1,13691,IMAGINING THE CITY - MOD KOREA,Lecture,3,New West,219,TuTh,11:00 - 12:15,"Kief,I Jonathan ","LA- Literary Arts, BN- Beyond the North Atlantic, IDEA - Global Understanding and Engagement, IDEA - Engagement with the Human Past, IDEA - Rese"
CMPL,246,1,11773,BODY POLITICS - MOD KOREAN LIT,Lecture,3,New West,219,TuTh,15:30 - 16:45,"Kief,I Jonathan ","LA- Literary Arts, BN- Beyond the North Atlantic, CI- Communication Intensive, IDEA - Aesthetic and Interpretive Analysis, IDEA - Power, Differe"
CMPL,250,1,13753,APPROACHES TO COMP LIT,Lecture,3,Murphey,204,MWF,10:10 - 11:00," BRODEY,INGER S","LA- Literary Arts, CI- Communication Intensive, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis, IDEA - Ways of Knowing, Re"
CMPL,280,1,14725,FILM GENRES,Lecture,3,Hanes Hall,130,Tu,15:30 - 18:00,"FLAXMAN,GREGORY M ",
CMPL,389,1,14640,HISTORY OF FRENCH CINEMA II ,Lecture,3,Dey Hall,301,TuTh,15:30 - 16:45,"MELEHY,HASSAN ",
CMPL,395,1,14951,RESEARCH IN THE HUMANITIES,Lecture,3,Dey Hall,205,MW,13:25 - 14:40,"Lopes de Almeida,Pedro ",
CMPL,489H,1,11221,EMPIRE AND DIPLOMACY,Lecture,3,Global Center,1009,TuTh,14:00 - 15:15,"LEINBAUGH,THEODORE H ",
CMPL,495,1,14504,ADVANCED SEMINAR,Lecture,3,Dey Hall,313,MW,14:00 - 15:15,"LEGASSIE,SHAYNE A ","LA- Literary Arts, CI- Communication Intensive, E6- Mentored Research, IDEA - Aesthetic and Interpretive Analysis, IDEA - Research and Discovery Intensive"
CMPL,520,1,14724,"CINEMA, PAINTING AND THE FRAME",Lecture,3,Davie,101,M,15:35 - 18:35,"FLAXMAN,GREGORY M ",
CMPL,545,1,13656,CHINESE SCIENCE FICTION,Lecture,3,Venable,G311,TuTh,12:30 - 13:45," VISSER,ROBIN L","LA- Literary Arts, BN- Beyond the North Atlantic, CI- Communication Intensive, IDEA - Aesthetic and Interpretive Analysis, IDEA - Global Underst"
CMPL,563,1,14641,STUDIES IN THE ANGLO-FRENCH ,Lecture,3,Dey Hall,301,TuTh,14:00 - 15:15,"MELEHY,HASSAN ",
CMPL,692H,1,1978,"SR HNRS THESIS, PT 2",Lecture,3,TBA,TBA,TBA,TBA,"MELEHY,HASSAN ",
CMPL,692H,2,3832,"SR HNRS THESIS, PT 2",Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,692H,3,3833,"SR HNRS THESIS, PT 2",Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,692H,4,3834,"SR HNRS THESIS, PT 2",Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,692H,5,5316,"SR HNRS THESIS, PT 2",Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,692H,7,5390,"SR HNRS THESIS, PT 2",Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,796,1,5647,READING COURSE,Lecture,1 - 21,TBA,TBA,TBA,TBA,Staff ,
CMPL,890,1,14018,SPEC TOPICS CMPL,Lecture,3,Murphey,221,M,15:35 - 18:35,"LEGASSIE,SHAYNE A ",
CMPL,992,1,11947,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,1,2884,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"DOWNING,ERIC S ",
CMPL,994,2,2298,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"WOLFE,JESSICA L ",
CMPL,994,3,2997,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,4,2626,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,6,2300,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,7,2299,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,8,2301,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,9,2631,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,10,2644,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,11,3468,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,12,3883,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
CMPL,994,13,4333,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
ENGL,  57H,1,14082,FYS FUTURE PERFECT,Lecture,3,Greenlaw,317,TuTh,12:30 - 13:45," TAYLOR,MATTHEW A","GR1 LA- Literary Arts, IDEA - Aesthetic and Interpretive Analysis, IDEA - FY - First Year Seminar Class Equivalents: ENGL 57/ENGL 57H"
ENGL,70,1,13750,FYS COURTLYLOVE-THEN/NOW,Lecture,3,Greenlaw,319,TuTh,15:30 - 16:45," BAKER,DAVID JOHN","LA- Literary Arts, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis, IDEA - FY - First Year Seminar"
ENGL,100,1,5219,BASIC WRITING,Lecture,3,Murphey,118,TuTh,11:00 - 12:15," Merz,Anna Caitlin",GR1 CR- English Composition and Rhetoric
ENGL,105,1,4506,ENG COMP & RHETORIC,Lecture,3,Greenlaw,104,TuTh,12:30 - 13:45,"Henry,Katharine ",
ENGL,105,3,3030,ENG COMP & RHETORIC,Lecture,3,Cobb Hall,21,TuTh,12:30 - 13:45,"Shand,Elizabeth Anne ",
ENGL,105,5,3032,ENG COMP & RHETORIC,Lecture,3,TBA,TBA,TuTh,12:30 - 13:45,Staff ,
ENGL,105,6,4155,ENG COMP & RHETORIC,Lecture,3,TBA,TBA,TuTh,12:30 - 13:45,Staff ,"CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,9,3035,ENG COMP & RHETORIC,Lecture,3,Greenlaw,304,TuTh,14:00 - 15:15,"Price,Adam O'Fallon ",
ENGL,105,10,3036,ENG COMP & RHETORIC,Lecture,3,Dey Hall,302,TuTh,14:00 - 15:15,,"GR1 CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,11,3037,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,420,TuTh,14:00 - 15:15,Staff ,
ENGL,105,12,3038,ENG COMP & RHETORIC,Lecture,3,TBA,TBA,TuTh,14:00 - 15:15,Staff ,
ENGL,105,14,4156,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,523,TuTh,14:00 - 15:15,"Rackham,Rachel Elisabeth ",
ENGL,105,15,3040,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,425,TuTh,14:00 - 15:15,"Bjelland,Andreley Grace ",
ENGL,105,16,3041,ENG COMP & RHETORIC,Lecture,3,Graham Memorial,212,TuTh,14:00 - 15:15,Staff ,"CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,20,5418,ENG COMP & RHETORIC,Lecture,3,New East,201,TuTh,14:00 - 15:15,"Berland,Nicole Winnik ",
ENGL,105,21,4508,ENG COMP & RHETORIC,Lecture,3,Dey Hall,201,MWF,08:00 - 08:50,"Howard,Isabel Grace Thomas ",
ENGL,105,22,4509,ENG COMP & RHETORIC,Lecture,3,Caldwell,208,MWF,08:00 - 08:50,Staff ,
ENGL,105,24,5035,ENG COMP & RHETORIC,Lecture,3,Greenlaw,106,MWF,09:05 - 09:55,"Metzger,Zachary Alan",
ENGL,105,27,4157,ENG COMP & RHETORIC,Lecture,3,Greenlaw,107,MWF,09:05 - 09:55,"WEBER,WENDY L ",
ENGL,105,28,5437,ENG COMP & RHETORIC,Lecture,3,Graham Memorial,38,MWF,09:05 - 09:55,"Stein,Katherine Elizabeth ",
ENGL,105,29,3416,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,570,MWF,09:05 - 09:55,"Quinn,Nathan ","CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,32,3044,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,351,MWF,10:10 - 11:00,"Howard,Jennifer Anne ",
ENGL,105,33,3045,ENG COMP & RHETORIC,Lecture,3,Greenlaw,103,MWF,10:10 - 11:00,Staff ,
ENGL,105,34,3046,ENG COMP & RHETORIC,Lecture,3,Greenlaw,107,MWF,10:10 - 11:00,"WEBER,WENDY L ",
ENGL,105,35,3047,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,MWF,10:10 - 11:00,Staff,
ENGL,105,37,4253,ENG COMP & RHETORIC,Lecture,3,Mitchell,106,MWF,10:10 - 11:00,Staff ,
ENGL,105,38,3049,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,570,MWF,10:10 - 11:00,Staff ,
ENGL,105,39,3050,ENG COMP & RHETORIC,Lecture,3,Caldwell,103,MWF,10:10 - 11:00,Staff ,
ENGL,105,47,3840,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,523,MWF,11:15 - 12:05,"Smith,Khristian Shane ",
ENGL,105,48,3841,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,570,MWF,11:15 - 12:05,"Montgomery,Hannah Christine ",
ENGL,105,58,3842,ENG COMP & RHETORIC,Lecture,3,Mitchell,121A,MWF,11:15 - 12:05,"Albrite,Jonathan Hayes ",
ENGL,105,59,4252,ENG COMP & RHETORIC,Lecture,3,Greenlaw,106,MWF,11:15 - 12:05,"Collins III,Leo Francis",
ENGL,105,61,4780,ENG COMP & RHETORIC,Lecture,3,Dey Hall,401,MWF,11:15 - 12:05,"Valle,Victoria ",
ENGL,105,62,4794,ENG COMP & RHETORIC,Lecture,3,Graham Memorial,210,MWF,11:15 - 12:05,"Howard,Jennifer Anne ",
ENGL,105,63,5436,ENG COMP & RHETORIC,Lecture,3,Greenlaw,317,MWF,12:20 - 13:10,"COHEN,MARC D ",
ENGL,105,65,5841,ENG COMP & RHETORIC,Lecture,3,TBA,TBA,MWF,12:20 - 13:10,Staff ,
ENGL,105,66,5842,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,523,MWF,12:20 - 13:10,"Telegen,Joseph Ezra ",
ENGL,105,67,5843,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,420,MWF,12:20 - 13:10,"Duncan,Matthew ",
ENGL,105,70,6023,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,570,MWF,12:20 - 13:10,Staff ,
ENGL,105,71,6024,ENG COMP & RHETORIC,Lecture,3,Cobb Hall,21,MWF,12:20 - 13:10,Staff ,
ENGL,105,72,6026,ENG COMP & RHETORIC,Lecture,3,Greenlaw,104,MWF,13:25 - 14:15,"Palmer,Soren ",
ENGL,105,73,6139,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,523,MWF,13:25 - 14:15,"Telegen,Joseph Ezra",
ENGL,105,75,9935,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,MWF,13:25 - 14:15,"ROBINSON,PATRICIA M ",
ENGL,105,76,9936,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,517,MWF,13:25 - 14:15,Staff ,
ENGL,105,77,9937,ENG COMP & RHETORIC,Lecture,3,Wilson,139,MWF,13:25 - 14:15,Staff ,
ENGL,105,80,10040,ENG COMP & RHETORIC,Lecture,3,Caldwell,208,MWF,14:30 - 15:20,"Lang,Adlai Everett ",
ENGL,105,81,10374,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,351,MWF,14:30 - 15:20,"Gil,Meleena ",
ENGL,105,82,11435,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,420,MWF,14:30 - 15:20,Staff ,
ENGL,105,83,11436,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,425,MWF,14:30 - 15:20,Staff,
ENGL,105,85,11438,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,MWF,14:30 - 15:20,Staff ,
ENGL,105,86,11439,ENG COMP & RHETORIC,Lecture,3,Carolina Hall,204,MWF,15:35 - 16:25,"Gress,Timothy ",
ENGL,105,87,11440,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,425,MWF,15:35 - 16:25,Staff ,
ENGL,105,91,11443,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,523,MWF,15:35 - 16:25,Staff ,
ENGL,105,92,13777,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,MWF,15:35 - 16:25,Staff ,
ENGL,105,93,13778,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,420,MWF,15:35 - 16:25,Staff ,
ENGL,105,94,13779,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,150,MWF,16:40 - 17:30,Staff,
ENGL,105,96,13781,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,420,MWF,16:40 - 17:30,Staff ,
ENGL,105,97,13782,ENG COMP & RHETORIC,Lecture,3,Murphey,202,TuTh,08:00 - 09:15,"Gotzler,Steven ",
ENGL,105,98,13783,ENG COMP & RHETORIC,Lecture,3,Caldwell,208,TuTh,08:00 - 09:15,"Roulo,Nikki Marie ","CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,102,13787,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,150,TuTh,15:30 - 16:45,"Klevdal,Jordan Lynn ",
ENGL,105,103,13788,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,351,TuTh,15:30 - 16:45,"Kubli,Ariannah Gabrielle ",
ENGL,105,104,13789,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,420,TuTh,15:30 - 16:45,"Maloney,Erik Glen ",
ENGL,105,105,13790,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,TuTh,15:30 - 16:45,"Tsarev,Maxim Edgar",
ENGL,105,107,13792,ENG COMP & RHETORIC,Lecture,3,Greenlaw,106,TuTh,17:00 - 18:15,"Watlington,Carson Shuchang ",
ENGL,105,108,13793,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,351,TuTh,17:00 - 18:15,Staff ,
ENGL,105,109,13794,ENG COMP & RHETORIC,Lecture,3,Greenlaw,318,TuTh,09:30 - 10:45,"CRYSTALL,ELYSE T ","CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,112,13797,ENG COMP & RHETORIC,Lecture,3,Greenlaw,106,TuTh,09:30 - 10:45,"VEGGIAN,HENRY ",
ENGL,105,113,13798,ENG COMP & RHETORIC,Lecture,3,Dey Hall,306,TuTh,09:30 - 10:45,"Mariconti,Craig ",
ENGL,105,114,13799,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,150,TuTh,09:30 - 10:45,"Taiveaho,Emilio Jesus ",
ENGL,105,115,13800,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,351,TuTh,09:30 - 10:45,"Piemont,Erin Elizabeth",
ENGL,105,117,13802,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,517,TuTh,09:30 - 10:45,"Seifert,Celeste Elora ",
ENGL,105,118,13803,ENG COMP & RHETORIC,Lecture,3,Graham Memorial,213,TuTh,09:30 - 10:45,"Dinardo,Anthony Gerard ",
ENGL,105,119,13804,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,TuTh,09:30 - 10:45,"Tran,Andrew Chi ","CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,122,13807,ENG COMP & RHETORIC,Lecture,3,Murphey,204,TuTh,11:00 - 12:15,"VEGGIAN,HENRY ",
ENGL,105,123,13808,ENG COMP & RHETORIC,Lecture,3,Caldwell,208,TuTh,11:00 - 12:15,"Catanese,Christopher ",
ENGL,105,124,13809,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,420,TuTh,11:00 - 12:15,"Hannesson,Kristjan ",
ENGL,105,125,13810,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,TuTh,11:00 - 12:15,,
ENGL,105,127,13812,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,523,TuTh,11:00 - 12:15,"Ragle-Miller,Lindsay Ruth ",
ENGL,105,128,13813,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,570,TuTh,11:00 - 12:15,"Bjelland,Andreley Grace ",
ENGL,105,129,13814,ENG COMP & RHETORIC,Lecture,3,Mitchell,106,TuTh,11:00 - 12:15,"Simonson,Thomas Eric ","CR- English Composition and Rhetoric, IDEA - FY - Writing at the Research University"
ENGL,105,132,13817,ENG COMP & RHETORIC,Lecture,3,Wilson,139,TuTh,11:00 - 12:15,Staff ,
ENGL,105,133,13818,ENG COMP & RHETORIC,Lecture,3,Murphey,302,TuTh,12:30 - 13:45,"Sferra,Emily Anne ",
ENGL,105,134,13819,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,150,TuTh,12:30 - 13:45,"Chan,Amy Yue-Yin ",
ENGL,105,135,13820,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,423,TuTh,12:30 - 13:45," Carroll,Ryan",
ENGL,105,136,13821,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,517,TuTh,12:30 - 13:45,"Ward,Joshua Cody ",
ENGL,105,137,13822,ENG COMP & RHETORIC,Lecture,3,Hamilton Hall,523,TuTh,12:30 - 13:45,"Raheem,Emily Josy ",
ENGL,105I,1,3054,ENG COMP/RHET (INTERDISC),Lecture,3,Dey Hall,313,TuTh,09:30 - 10:45,"CURRENT,CYNTHIA A ",
ENGL,105I,3,3111,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,104,MWF,10:10 - 11:00,"Fletcher,Joseph A. ",
ENGL,105I,5,3055,ENG COMP/RHET (INTERDISC),Lecture,3,Dey Hall,313,MWF,11:15 - 12:05,"Fletcher,Joseph A. ",
ENGL,105I,6,3056,ENG COMP/RHET (INTERDISC),Lecture,3,Graham Memorial,210,MWF,10:10 - 11:00,"Fowler,Amanda Leigh ",
ENGL,105I,7,3057,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,107,MWF,13:25 - 14:15,"Duvall,Emma Marie ",
ENGL,105I,12,3114,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,104,TuTh,14:00 - 15:15,"TAYLOR Jr,LUTHER H ",
ENGL,105I,13,3418,ENG COMP/RHET (INTERDISC),Lecture,3,New West,103,TuTh,11:00 - 12:15,"Boyd,Sarah Elizabeth ",
ENGL,105I,14,5439,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,104,TuTh,11:00 - 12:15,"Buchanan-King,Mindy Leigh ",
ENGL,105I,16,4263,ENG COMP/RHET (INTERDISC),Lecture,3,Murphey,202,MWF,11:15 - 12:05,"Kern,Jillian ",
ENGL,105I,18,5178,ENG COMP/RHET (INTERDISC),Lecture,3,Murphey,204,TuTh,12:30 - 13:45,"Boyd,Sarah Elizabeth ",
ENGL,105I,19,5179,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,107,TuTh,14:00 - 15:15,"Gadaleto,Michael J. ",
ENGL,105I,20,5180,ENG COMP/RHET (INTERDISC),Lecture,3,Murphey,202,MWF,10:10 - 11:00,"Gualtieri-Reed,Elizabeth J. ",
ENGL,105I,24,5845,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,104,TuTh,15:30 - 16:45,"TAYLOR Jr,LUTHER H ",
ENGL,105I,27,9940,ENG COMP/RHET (INTERDISC),Lecture,3,Dey Hall,313,TuTh,11:00 - 12:15,"CURRENT,CYNTHIA A ",
ENGL,105I,28,14083,ENG COMP/RHET (INTERDISC),Lecture,3,Hamilton Hall,351,TuTh,11:00 - 12:15,"Culbertson,Graham W ",
ENGL,105I,30,14085,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,103,MWF,09:05 - 09:55,"PINKERTON,LAUREN ",
ENGL,105I,32,14087,ENG COMP/RHET (INTERDISC),Lecture,3,Greenlaw,106,MWF,10:10 - 11:00,"Peterson,Shane Russell ",
ENGL,105I,33,14479,ENG COMP/RHET (INTERDISC),Lecture,3,Carolina Hall,204,MWF,14:30 - 15:20,"Peterson,Shane Russell ",
ENGL,114,1,14667,THE RHETORIC OF DATA,Lecture,3,Greenlaw,316,MW,13:25 - 14:40," RIVARD,COURTNEY J",GR1 IDEA - Ways of Knowing
ENGL,118,1,11249,STORYTELLING AND GAME DEVELOP,Lecture,3,Greenlaw,316,TuTh,15:30 - 16:45," Hall,David Anthony","GR1 LA- Literary Arts, CI- Communication Intensive"
ENGL,120,1,1943,"BRITLIT, MEDIEV TO 18TH",Lecture,3,Greenlaw,301,MWF,10:10 - 11:00," BARBOUR,ASHLEY R","LA- Literary Arts, NA- North Atlantic World, WB- The World Before 1750, IDEA - Aesthetic and Interpretive Analysis, IDEA - Engagement with the H Class Equivalents: ENGL 120/120H"
ENGL,120,2,1944,"BRITLIT, MEDIEV TO 18TH",Lecture,3,Greenlaw,305,MWF,11:15 - 12:05," Cushman,Helen","LA- Literary Arts, NA- North Atlantic World, WB- The World Before 1750, IDEA - Aesthetic and Interpretive Analysis, IDEA - Engagement with the H Class Equivalents: ENGL 120/120H"
ENGL,121,2,5241,"BRITLIT, 19TH/EARLY 20TH",Lecture,3,Greenlaw,305,TuTh,09:30 - 10:45," STERN,KIMBERLY JO","LA- Literary Arts, CI- Communication Intensive, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis, IDEA - Ways of Knowing Class Equivalents: ENGL 121/121H"
ENGL,128,1,4644,MAJOR AM AUTHORS,Lecture,3,Greenlaw,305,TuTh,12:30 - 13:45," Dekeersgieter,Colin Mark","GR1 LA- Literary Arts, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis, IDEA - Ways of Knowing"
ENGL,128,2,14203,MAJOR AM AUTHORS,Lecture,3,Greenlaw,305,MWF,10:10 - 11:00," Thompson,Dylan James","LA- Literary Arts, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis, IDEA - Ways of Knowing"
ENGL,128,4,14467,MAJOR AM AUTHORS,Lecture,3,TBA,TBA,Th,12:30 - 13:45,,
ENGL,129,1,10562,LIT/CULTURAL DIVERSITY,Lecture,3,Greenlaw,305,MWF,14:30 - 15:20," Palmer,Soren","LA- Literary Arts, NA- North Atlantic World, US- U.S. Diversity, IDEA - Aesthetic and Interpretive Analysis, IDEA - Power, Difference, and Inequ Class Equivalents: ENGL 129/129H"
ENGL,129,2,11824,LIT/CULTURAL DIVERSITY,Lecture,3,Greenlaw,305,MWF,16:40 - 17:30,,"LA- Literary Arts, NA- North Atlantic World, US- U.S. Diversity, IDEA - Aesthetic and Interpretive Analysis, IDEA - Power, Difference, and Inequ Class Equivalents: ENGL 129/129H"
ENGL,130,1,1946,INTRO/FICTION WRIT,Lecture,3,Greenlaw,103,TuTh,12:30 - 13:45,"Velez,Angela Maria ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,130,2,1947,INTRO/FICTION WRIT,Lecture,3,Murphey,204,MW,14:30 - 15:45,"GUTIERREZ,STEPHEN MICHAEL ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,130,3,1948,INTRO/FICTION WRIT,Lecture,3,Greenlaw,107,TuTh,09:30 - 10:45,"Price,Adam O'Fallon ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,130,4,9909,INTRO/FICTION WRIT,Lecture,3,Greenlaw,103,TuTh,11:00 - 12:15,"Velez,Angela Maria ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,131,1,1951,INTRO/POETRY WRIT,Lecture,3,Greenlaw,106,MW,13:25 - 14:40,"Klahr,Sophia ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,131,2,5807,INTRO/POETRY WRIT,Lecture,3,Greenlaw,526B,TuTh,11:00 - 12:15,"McFee,Michael A. ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,131,4,1950,INTRO/POETRY WRIT,Lecture,3,Greenlaw,526B,TuTh,09:30 - 10:45,"Hemphill,Destiny Love ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,132H,1,1952,HNRS: INTRO FICT WRIT,Lecture,3,Murphey,202,TuTh,15:30 - 16:45," Tucker,Karen Elisabeth","LA- Literary Arts, CI- Communication Intensive, IDEA-Creative Expression, Practice, and Production"
ENGL,133H,1,3863,HNRS:INTRO POETRY WRIT,Lecture,3,Greenlaw,107,TuTh,15:30 - 16:45," WHITE,ROSS V","LA- Literary Arts, CI- Communication Intensive, IDEA-Creative Expression, Practice, and Production"
ENGL,137,1,14123,DIGITAL LITERATURE,Lecture,3,Greenlaw,304,TuTh,09:30 - 10:45," Schnitzler,Carly","GR1 LA- Literary Arts, CI- Communication Intensive"
ENGL,138,1,2837,INTRO CREATIVE NONFICTION,Lecture,3,Greenlaw,526B,MW,10:10 - 11:25,"Greene,Alison Kendra ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,138,2,10045,INTRO CREATIVE NONFICTION,Lecture,3,Greenlaw,103,TuTh,09:30 - 10:45,"Tucker,Karen Elisabeth ","LA- Literary Arts, IDEA-Creative Expression, Practice, and Production"
ENGL,140,1,1953,INTRO TO GAY/LESBIAN LIT,Lecture,3,Stone Center,209,MWF,12:20 - 13:10," WEBER,WENDY L","LA- Literary Arts, US- U.S. Diversity, IDEA - Aesthetic and Interpretive Analysis, IDEA - Power, Difference, and Inequality Combined Section ID: 0218(engl140/wmst140) - WGST 140(#5008)"
ENGL,140,2,14202,INTRO TO GAY/LESBIAN LIT,Lecture,3,Greenlaw,301,TuTh,12:30 - 13:45,,"LA- Literary Arts, US- U.S. Diversity, IDEA - Aesthetic and Interpretive Analysis, IDEA - Power, Difference, and Inequality"
ENGL,141,1,3410,WORLD LITS IN ENGL,Lecture,3,Greenlaw,304,MWF,14:30 - 15:20,,"LA- Literary Arts, GL- Global Issues, IDEA - Aesthetic and Interpretive Analysis, IDEA - Global Understanding and Engagement"
ENGL,144,1,5451,POPULAR GENRES,Lecture,3,Greenlaw,304,TuTh,12:30 - 13:45,"Rice,Karah Marie Mitchell ",
ENGL,144,3,12174,POPULAR GENRES,Lecture,3,Greenlaw,301,TuTh,11:00 - 12:15,"TAYLOR Jr,LUTHER H ",
ENGL,147,1,3837,MYSTERY FICTION,Lecture,3,Greenlaw,319,TuTh,11:00 - 12:15,"CURTAIN,Forrest T ",
ENGL,148,1,5411,HORROR,Lecture,3,Greenlaw,319,TuTh,12:30 - 13:45,"CURTAIN,Forrest T ",
ENGL,149,1,14723,DIGITAL COMPOSITION,Lecture,3,Dey Hall,404,TuTh,14:00 - 15:15," Culbertson,Graham W","LA- Literary Arts, CI- Communication Intensive, IDEA-Creative Expression, Practice, and Production"
ENGL,155,1,5865,VISUAL & GRAPHIC NARRATIVE,Lecture,3,Gardner,307,MW,09:05 - 10:20," Douglas,Kita Kim","LA- Literary Arts, GL- Global Issues, IDEA - Aesthetic and Interpretive Analysis, IDEA - Ways of Knowing"
ENGL,158,1,14171,POSTCOLONIAL LIT,Lecture,3,Murphey,105,TuTh,14:00 - 15:15,,"GR1 LA- Literary Arts, GL- Global Issues"
